Paper_ID,Citation_Key,Title,Authors,Year,Venue,Venue_Type,DOI,URL,Verification_Level,Read_Depth,Quality_Tier,Recency_Class,Retraction_Checked,Research_Domain,Problem,Objective,Methodology,Dataset,Sample_Size,Model,Baseline,Evaluation_Metrics,Results,Limitations,Research_Gap,Novelty,Relevance_to_RQ,Code_Available,Data_Available,Full_Text_Available,Notes
P26,tigulla2026robustness,LLM-Based Robustness Testing of Microservice Applications: An Empirical Study,Hrushitha Goud Tigulla and Marco Vieira,2026,arXiv,preprint,,https://arxiv.org/abs/2605.14202,V3,partial (sections read: Abstract; I Introduction; II Related Work; III Study Design; IV Failure Mode Definitions; V Results; VI Discussion; VII Threats to Validity; VIII Conclusion — i.e. full body text via pdftotext; figures not viewed),B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,LLM-generated inputs & test generation,"Malformed, missing or boundary inputs cascade across microservices; unknown whether different LLMs and prompt strategies yield diverse or converging failure sets in generated robustness tests (Abstract p.1; Sec. I p.1).","Measure failure-mode coverage and diversity across 7 prompt strategies × 3 open LLMs × 2 SUTs, and test whether mutation-taxonomy guidance improves coverage without collapsing diversity (Sec. I p.2).","Controlled experiment: 42 configurations, 38 valid runs, 663 JUnit tests executed against Dockerised SUTs; oracle HTTP ≥ 500; failure mode = (endpoint, parameter, mutation) triple; pairwise Jaccard diversity (Sec. III pp.3–4).","TeaStore (6 services, 9 FMs) and OpenTelemetry Astronomy Shop (27 services, 14 FMs); both open-source, licences Not reported (Sec. III-A p.3).","663 generated tests; 38 valid runs; one execution per configuration (Sec. III-B, III-D p.3–4)","qwen3:14b, qwen2.5-coder:32b, llama3.1:70b via Ollama, default inference parameters (Sec. III-B p.3)",No external tool; ZeroShot and hand-built Structured prompt strategies serve as baselines (Sec. III-C p.3),"FM coverage (best single run and union across models), within-model cross-prompt union, average pairwise Jaccard similarity (Sec. III-E p.4)","No single run exceeds 57% FM coverage (Table V p.6); ZeroShot yields syntactically valid inputs missing boundaries, union 11%/36% (Sec. V-A-1 p.6); Structured prompting Jaccard 1.00 (Table VII p.7); security payloads rejected by parsers (Sec. VI-E p.9).","OTel 504 cascade confounds FM5–14; post-hoc FM definitions; single execution, no variance; HTTP ≥ 500 oracle misses silent failures (Sec. VII pp.9–10). OURS: cannot see accepted-but-semantically-wrong inputs.","Status-code oracle is blind to HTTP-200 semantically wrong inputs (Sec. VII-C p.10); structural vs value-level mutations not separated; no validation layer or overhead (OURS). Authors: more models, variance, automated FM definition (Sec. VIII p.10).",First study of failure-mode diversity (not only coverage) across LLMs and prompt strategies for microservice robustness testing; taxonomy-guided prompting (Sec. I pp.1–2).,"RQ1 PARTIAL/INDIRECT (LLM defaults syntactically valid; oracle blind to semantic failures); RQ2 PARTIAL (FMs per field, Tables III–IV); RQ3 PARTIAL (prompt strategies only); RQ4 PARTIAL (Vieira taxonomy); RQ5–RQ7 none",Yes (anonymous) — anonymous.4open.science/r/SRDS2026-replications-26B2 (footnote 1 p.5),"Yes — coverage matrices, test sources, execution results for all 38 runs in same anonymous repository (footnote 1 p.5)",YES (11_PAPERS/pdfs/2026_Tigulla_MicroserviceRobustness.pdf; arXiv 2605.14202v1),metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P26.md (read 2026-09-20); Header 'submitted to the IEEE'; venue unconfirmed (SRDS 2026 implied by repo name); figures not viewed
P27,cui2024guitextinput,Large Language Models for Mobile GUI Text Input Generation: An Empirical Study,Chenhui Cui and Tao Li and Junjie Wang and Chunyang Chen and Dave Towey and Rubing Huang,2024,arXiv,preprint,,https://arxiv.org/abs/2404.08948,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,LLM-generated inputs & test generation,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P28,li2025formfactory,FormFactory: An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,Bobo Li and Yuheng Wang and Hao Fei and Juncheng Li and Wei Ji and Mong-Li Lee and Wynne Hsu,2025,arXiv,preprint,,https://arxiv.org/abs/2506.01520,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,LLM-generated inputs & test generation,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P29,pereira2026apitestgenie,APITestGenie: Generating Web API Tests from Requirements and API Specifications with LLMs,André Pereira and Bruno Lima and João Pascoal Faria,2026,AST 2026 (arXiv 2604.02039),preprint,,https://arxiv.org/abs/2604.02039,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,LLM-generated inputs & test generation,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P30,mishra2026structuredsynthetic,Reliability-Aware Structured Synthetic Data Generation via Schema Enforcement and Layered Repair,"Mishra, Sachin",2026,ACM SDG workshop,conference/workshop,10.1145/3814574.3816747,http://dx.doi.org/10.1145/3814574.3816747,V2,Not read,B,PRIORITY,"Crossref record checked 2026-09-20, no retraction relation",LLM-generated inputs & test generation,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,UNKNOWN (publisher),metadata from Crossref/arXiv API 2026-09-20
P31,deng2023titanfuzz,Large Language Models Are Zero-Shot Fuzzers: Fuzzing Deep-Learning Libraries via Large Language Models,"Deng, Yinlin and Xia, Chunqiu Steven and Peng, Haoran and Yang, Chenyuan and Zhang, Lingming",2023,ISSTA 2023,conference/workshop,10.1145/3597926.3598067,http://dx.doi.org/10.1145/3597926.3598067,V2,Not read,C,PRIORITY,"Crossref record checked 2026-09-20, no retraction relation",LLM-generated inputs & test generation,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,UNKNOWN (publisher),metadata from Crossref/arXiv API 2026-09-20
P32,lu2025semanticfuzzing,"Semantic-Aware Fuzzing: An Empirical Framework for LLM-Guided, Reasoning-Driven Input Mutation",Mengdi Lu and Steven Ding and Furkan Alaca and Philippe Charland,2025,arXiv,preprint,,https://arxiv.org/abs/2509.19533,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,LLM-generated inputs & test generation,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P33,li2026orderbench,When JSON Is Not Enough: Semantic Reliability of Schema-Constrained LLM Ordering Agents,Yin Li,2026,arXiv (May 2026),preprint,,https://arxiv.org/abs/2607.18261,V4,full,A,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,"Schema-constrained LLM ordering agents emit 'well-formed JSON that says the wrong thing'; structured-generation success criteria are structural only (parse, type-level shape) (§1 p.1).","Quantify semantic reliability and unsafe acceptance of schema-valid outputs, comparing prompt-only vs provider json_schema mode across four open models (§1–§2 pp.1–2).","OrderBench: 300 synthetic restaurant-order cases in 10 categories with deterministic oracle; verifier checks JSON/schema validity, status, item semantics, constraints; 2 modes × 4 models, temperature 0; paired bootstrap CI and McNemar (§3–§4 pp.2–3).","OrderBench: 300 cases × 10 categories, seven-SKU menu, 2,400 calls (§3 p.2; Abstract); licence Not reported; no URL given.","300 cases × 4 models × 2 modes = 2,400 calls; one run per case (Abstract p.1; §4 p.2–3)","GPT-OSS 120B-fast, Qwen3-30B-A3B, Llama-3.1-8B, Gemma-2-2B via Nebius OpenAI-compatible API (§4 p.2)",None external; prompt-only vs json_schema output mode for the same four models (§4 p.2),"JSON validity, schema validity, status correctness, semantic success (exact object match), unsafe acceptance; six-class error taxonomy (§4 p.3; Table 1 p.4; Table 3 p.5)","Schema validity 100% yet semantic success 2.0–81.3% and unsafe acceptance 0–41.7% (Table 1 p.4); json_schema mode cuts unsafe acceptance for Llama (−5.0, p=0.001) and Gemma (−3.3, p=0.013) without raising semantic success (Table 5 p.5).","Synthetic, single-turn, tiny menu; one prompt and one provider; rates not deployment estimates (§7 p.6). OURS: single author, no code URL, latency logged but never reported, exact-match inflates failure rates.",Domain verifier is hand-coded; its own error rate and overhead not evaluated; no web-form/field-level setting; latency unanalysed (OURS; §7 p.6). Proposes four-step contract stack (§6 p.6).,Benchmark isolating semantic executability after structural validity; unsafe-acceptance metric; paired prompt-only vs json_schema comparison (§1–§2; §8 p.6).,"RQ1 DIRECT (100% schema-valid, 2–81% semantic success); RQ4 DIRECT (domain error taxonomy); RQ2 PARTIAL (by category, not field type); RQ5 PARTIAL (verifier advocated, unevaluated); RQ7 PARTIAL; RQ3, RQ6 none",Not reported (no URL in PDF; JSONL release implied §4 p.3),Not reported (no URL in PDF),YES (11_PAPERS/pdfs/2026_Li_OrderBench.pdf; arXiv 2607.18261v1),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P33.md (read 2026-09-20); Single-author preprint, no venue; dated May 2026 but arXiv ID 2607.18261 — date/ID mismatch to check"
P34,ray2026constrainttax,The Constraint Tax: Measuring Validity-Correctness Tradeoffs in Structured Outputs for Small Language Models,Jaideep Ray,2026,arXiv (May 2026),preprint,,https://arxiv.org/abs/2605.26128,V4,full,A,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,"Product code treats parseability as the execution gate; for sub-3B small models a hard schema competes with reasoning, so 'wrong answer, valid schema' outputs increase (§1 p.1; §2.1 p.2).",Measure the constraint tax — semantic correctness lost when small models are forced into schemas versus prompt-only or freeform baselines — and the wrong-valid-schema rate (§1 p.1).,"Deterministic harness (MLX/vLLM/SGLang/HF): five synthetic task families × output modes (freeform, prompt_json, answer_only_schema, delayed_constraint…); calendar tool-call analogue; Tax = max(0, Acc_b − Acc_c); bootstrap CIs (§3–§5 pp.2–4).","StructReason-Small synthetic generator: 1,000 instances × 5 families per checkpoint; calendar task 200 per mode; MLX study 20 per family (§5 pp.3–4); licence Not reported; no URL.","Main run 15,000 generations per checkpoint; calendar 200 examples per mode; 3 sub-3B models + Qwen2.5-3B boundary (§5 pp.3–4)","Qwen2.5-0.5B, Qwen2.5-1.5B, SmolLM2-1.7B; Qwen2.5-3B-Instruct (boundary); Qwen2.5-1.5B-Instruct (calendar); four unnamed MLX models (Tables 5, 8–10 pp.5–6)",prompt_json or freeform interface for the same model and instances (§4.2 p.3); no external methods,"Schema validity, answer accuracy, executable accuracy, trace correctness, wrong-valid-schema rate, latency, tokens; derived constraint tax (§4.1–4.2 pp.2–3)","Hard schema: validity 61.5→100% but answer accuracy 19.7→11.0%, wrong-valid-schema 49.5→88.9% (Table 3 p.4); calendar tool-call exec accuracy 91.5→48.0%, wrong-valid 8.5→52.0%, +0.06 s (Table 6 p.5); 102/104 failures = duration field (Table 7 p.5).","Synthetic deterministic tasks; controlled analogue, not logged traffic; sub-3B only, no scaling law; serving engines change quickly (§9 p.7). OURS: single author, no repository URL, no validator-layer latency.","Constraint tax at larger model scale unknown (§9 p.7); web form/API inputs, per-field-type rates and validation-layer overhead unaddressed (OURS). Recommends tracking wrong-valid-schema rate as first-class metric (§7.5 p.7).","Defines and measures the constraint tax and wrong-valid-schema rate; 'reason free, constrain late' pattern; cross-backend replication (§1 p.1; §6.6 p.6).",RQ1 DIRECT (88.9% / 52.0% schema-valid-but-wrong); RQ7 DIRECT (validity–correctness trade-off); RQ2 PARTIAL (one integer field dominates); RQ4 PARTIAL (error taxonomy §4.4); RQ5 PARTIAL (checker = oracle); RQ6 PARTIAL (+0.06 s decoding only); RQ3 none,"Not reported (no URL; Appendix A reproduces prompt, schema and checker inline)","Not reported (artifacts referenced in §5 p.3, no URL)",YES (11_PAPERS/pdfs/2026_Ray_ConstraintTax.pdf; arXiv 2605.26128v1),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P34.md (read 2026-09-20); Single-author preprint, no affiliation printed, no venue"
P35,singh2026sob,The Structured Output Benchmark: A Multi-Source Benchmark for Evaluating Structured Output Quality in Large Language Models,Abhinav Kumar Singh and Harsha Vardhan Khurdula and Yoeven D Khemlani and Vineet Agarwal,2026,arXiv (Apr 2026),preprint,,https://arxiv.org/abs/2604.25359,V3,"partial (sections read: Abstract; 1 Introduction; 2 Related Work; 3 Methodology; 4 Evaluation; 5 Experimental Setup; 6 Results and Discussion incl. 6.6 Key Findings and 6.7 Error Taxonomy; 7 Limitations and Future Work; 8 Conclusion; Appendix Table 10 (examples). Not read: Appendices A–I except Table 10 and the dataset-statistics lines; full per-model tables 2, 4, 5, 6 skimmed via prose only)",B,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,"Structured-output benchmarks measure schema compliance alone or value correctness in one domain; valid JSON can carry wrong values — 'The JSON is valid. The type is correct, but the data is wrong.' (Abstract; Sec. 1 p.2).","Multi-source benchmark (text, image, audio) quantifying the gap between producing valid JSON and correct JSON across 21 LLMs (Sec. 1 p.2; Sec. 3 p.4).","Records (context, question, schema) → parse check → jsonschema.validate → leaf-path flattening → field-by-field comparison; semantic scores zeroed on structural failure; complexity-weighted aggregation; temperature 0 (Sec. 3–4 pp.4–7; Sec. 5.2 p.6).","SOB: 5,000 text records (HotpotQA-derived), 209 image (olmOCR-bench PDFs), 115 audio (AMI corpus); mostly 'hard' schemas (Sec. 3 p.4; Table 7 p.14); licences Not reported.","5,324 evaluation records; 21 models (8B–358B) (Sec. 3 p.4; Sec. 5.1 p.6)","21 frontier API and open-weight models incl. GPT-5.4, GPT-5, GLM-4.7, Phi-4, Schematron-8B, GPT-OSS 20B, Gemini (Sec. 5.1 p.6; Sec. 6.6 pp.9–10)",None (models compared to each other); ablation of schema-constrained decoding vs schema-in-prompt for 3 models on audio (Table 3 p.9),"JSON Pass Rate, Faithfulness, Path Recall, Structure Coverage, Type Safety, Perfect Response, Value Accuracy (primary, exact leaf match) (Table 1 p.5)",JSON Pass vs Value Accuracy gap 15–25 pp across leaderboard (Sec. 6.2 p.7); GPT-5.4 99.97% JSON Pass but 0.486 Perfect Response (Sec. 6.6 p.9); 17–31% of leaf values wrong despite valid structure (Sec. 6.7 p.11).,"Human ground truth with LLM cross-check (~3% residual error); exact match over-penalises equivalents; gold OCR/transcripts (upper bound); no constrained-decoding baselines (Sec. 7 p.11). OURS: extraction fidelity, not business-rule validity.","No detection mechanism beyond gold comparison; no latency/cost; value errors not broken down by data type (OURS). Authors: semantic-aware comparison, production schemas FHIR/UBL (Sec. 7 p.11).","First multi-source (text/image/audio) structured-output benchmark separating schema compliance from value correctness, with hardened metric aggregation (Sec. 1 p.2; Sec. 8 p.12).","RQ1 DIRECT output-side (15–25 pp gap, 21 models); RQ4 PARTIAL (five-class error taxonomy); RQ2 PARTIAL (modality/complexity only); RQ5 INDIRECT; RQ7 INDIRECT (constrained decoding ≠ value accuracy); RQ3, RQ6 none",Stated released (Abstract p.1; Sec. 8 p.12) but no URL found in PDF — TODO-HUMAN locate release,Stated released; no URL found in PDF — TODO-HUMAN,YES (11_PAPERS/pdfs/2026_Singh_StructuredOutputBenchmark.pdf; arXiv 2604.25359v1),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P35.md (read 2026-09-20); JigsawStack industry preprint; Appendices A–I and full per-model tables not read; V0 leads: LLMStructBench (Tenckhoff 2026), Park et al. 2024 cited for semantic degradation"
P36,sigdel2026schemafirst,"Schema First Tool APIs for LLM Agents: A Controlled Study of Tool Misuse, Recovery, and Budgeted Performance",Akshey Sigdel and Rista Baral,2026,arXiv (Mar 2026),preprint,,https://arxiv.org/abs/2603.13404,V4,full,A,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,"Tool interface design is rarely isolated as an experimental variable; tool misuse (malformed calls, missing fields, invalid enums) wastes budget; distinguishes interface misuse from schema-valid 'semantic misuse' (§1 pp.1–2).",Test whether schema-first tool specs (H1) and structured validation diagnostics (H2) reduce misuse and improve recovery and success under tight step budgets (H3) without changing model weights (§1 p.1; §4 p.4).,"Deterministic SE sandbox; three information-equivalent interface conditions (prose docs / strict JSON Schema / schema + field-level diagnostics); budgets 3/5/8/12; trace oracles for semantic misuse; bootstrap CIs, Wilcoxon, Holm planned (§3–§6 pp.3–7).","Own deterministic sandbox: logs, metrics, configs, small repo; pilot '8 task reduced pack'; artifacts stated released (§5 pp.4–6; §7 p.8); licence Not reported.","276 scored runs, 2,208 step records, 12 excluded; one model × 3 seeds (§7 p.8)","Qwen2.5 0.5B Instruct, GGUF quantized, deterministic decoding, seeds {0,1,2} (§6 p.6)",Condition A (free-form prose documentation) vs B (strict schema) and C (schema + diagnostics) (§4 p.3); no external methods,"Task success S, interface misuse I, execution failures E, recovery R, steps T, semantic misuse M, overhead O (§4 p.4); pilot reports only S, mean invalid calls, semantic misuse, execution failures (§7 p.8)","Task success 0.0 in all cells; mean invalid calls A 5.39 → B/C 3.72; semantic misuse rises A 0.93 → B/C 3.03; execution failures 0.54 → 0.00 (§7 p.8; text only, no tables or figures).",One 0.5B model pilot; primary endpoint uninformative (success 0); 12 timeouts excluded; synthetic tasks; oracle overconstraint (§5–§8 pp.6–8). OURS: no CIs/tests reported; B and C identical; overhead never quantified.,"Type/enum/constraint-violation frequencies and overhead are defined but never reported (§4 p.4; §6 p.7); 'semantic misuse' is trajectory-level, not field-value-level (OURS). Authors: more models, task calibration, recovery prompts (§9 pp.8–9).",Controlled isolation of interface representation as a variable with information equivalence; interface vs execution vs semantic validity distinction; preregistered protocol (§1 p.1; §3 p.3).,"RQ1 PARTIAL (schema shifts failures to schema-valid semantic misuse); RQ4 PARTIAL (misuse taxonomy vocabulary); RQ5 PARTIAL (trace oracles, unevaluated); RQ2, RQ3, RQ6, RQ7 none",Yes (stated) — github.com/akgitrepos/schema-first-tool-apis-experiments (footnote 1 p.7); link not verified,"Yes (stated) — sandbox artifacts, canonical contracts, harness in same repository (§5 p.6)",YES (11_PAPERS/pdfs/2026_Sigdel_SchemaFirst.pdf; arXiv 2603.13404v1),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P36.md (read 2026-09-20); Independent researchers, no venue; all results in prose, no tables/figures"
P37,wrenn2026enterprise,Evaluating LLM Trade-offs for Enterprise Automation: Lessons from Workflow Generation in a Production Enterprise Platform,Xavier Wrenn and Radoslav Raykov and Aleksandar Angelov and Hirokuni Kitahara and Yuji Watanabe and Anca Sailer,2026,IEEE IC2E 2026 Industry (per arXiv 2608.03311),preprint,,https://arxiv.org/abs/2608.03311,V4,full,A,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,"Enterprise low-code workflow generation is measured by 'structural success' (schema-valid, renders), which does not assess whether workflows fulfil user intent ('semantic correctness') (§I p.1).","Evaluate six LLMs × two pipeline versions (monolithic v1 vs piecewise v2) on structural success, semantic correctness, latency, tokens and cost in IBM Concert Workflows (§I p.1; §III p.2).","v1: ReAct+RAG monolithic JSON with Zod fact-checker and JSON Patch loop; v2: decomposed generation (variables → base → nested blocks) + programmatic fixes; 8 runs × 29 prompts; LLM judge (Claude Sonnet 4.5, 10-criterion rubric, majority of 3) (§III–§VI pp.2–8).",29 real-world compliance IT automation prompts from user requests on proprietary IBM platform; prompt list 'in project repository' (no URL) (§IV.A pp.4–5); licence Not reported.,"2,784 runs (8 × 29 × 6 × 2); 1,044 judge gradings on 348 cells (§IV.A p.5; §VI pp.6–7)","granite-4-h-small, llama-3-3-70b-instruct, llama-4-maverick-17b-128e, mistral-small-3-1-24b, mistral-medium-2505, gpt-oss-120b (Table I p.5); judge Claude Sonnet 4.5 (§VI.A p.6)",None external; v1 vs v2 pipeline across the same six models (§IV.A p.5),"Duration, tokens, cost, generation rate, structural success (JSON validity + schema + UI render); semantic composite 0–100 and majority-vote prompt satisfaction (§IV.A p.5; §VI pp.6–8)",v2 structural success 74.1–97.8% (Table III p.6) yet majority-vote semantic satisfaction ≤ 55.2%; gpt-oss-120b 97.8% structural but 6.9% semantic via 'stub' workflows (Table V p.8; §VI.D p.8); v2 latency 33.6–151.4 s (Table III).,"Point estimates over 8 runs, no CIs/tests; semantic check not a blocking pipeline step; judge not validated against humans; compliance domain only (§IV.B p.5; §IX p.9). OURS: proprietary, non-reproducible; stub frequency untabulated.",Semantic correctness 'not yet integrated ... as a blocking validation step' (§IV.B p.5); judge-as-validator cost and accuracy open (§VI.D p.8; §IX p.9); validation-layer overhead not isolated; no per-field breakdown (OURS).,Production-platform evidence that structural success and semantic correctness diverge; piecewise generation lifts structural success +15 to +62.5 pts; per-model cost/latency/semantic trade-off (§IV–§VII).,"RQ1 DIRECT (97.8% structural vs 6.9–55.2% semantic); RQ7 DIRECT (cost/latency vs structural success); RQ6 PARTIAL (end-to-end latency only); RQ4 PARTIAL (stubs, wrong blocks); RQ5 PARTIAL (offline LLM judge); RQ2, RQ3 none",Not reported (no URL; proprietary IBM platform),"Not reported (prompt list said to be in unnamed repository, §IV.A p.5)",YES (11_PAPERS/pdfs/2026_Wrenn_EnterpriseWorkflow.pdf; arXiv 2608.03311v1),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P37.md (read 2026-09-20); IBM authors evaluating their own platform (positive-framing risk); IEEE-format preprint, no venue"
P38,song2026structuredoutput,Empirical Study for Structured Output Control in LLMs for Software Engineering,Yewei Song and Prateek Rajput and Tiezhu Sun and Saad Ezzini and Tegawendé F. Bissyandé and Jacques Klein,2026,arXiv (Jun 2026),preprint,,https://arxiv.org/abs/2606.09395,V2,Not read,B,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P39,calo2026semanticgap,Measuring the Semantic Accessibility Gap in LLM-Generated Web UIs,"Calò, Tommaso and Gurita, Alexandra-Elena and De Russis, Luigi",2026,CHI EA 2026,conference/workshop,10.1145/3772363.3799364,http://dx.doi.org/10.1145/3772363.3799364,V4,full,A,PRIORITY (concurrent),"Crossref record checked 2026-09-20, no retraction relation",Schema-valid but semantically wrong LLM outputs,"Automated accessibility tools flag syntactic violations but mark attributes compliant once present, regardless of meaning — the 'semantic accessibility gap'; its prevalence in LLM-generated UIs was unmeasured (§1 p.2).",Measure what kinds of semantic accessibility violations appear in LLM-generated web UIs and how prevalent they are; validate LLM judges via fault injection and human annotation (§1 p.2; §3–§4 p.3).,300 UIs generated by 3 LLMs from real-world prompts; six-type semantic fault taxonomy (Table 1 p.2); LLM-as-judge (same 3 models); 721 single-fault injected variants for recall; 4 expert annotators on 324 elements (§2 pp.2–3).,300 generated UIs; 721 injected-fault variants; 324 human-annotated components from 9 UIs; prompts from A11YN [13] (§2 pp.2–3); licence Not reported; corpus release Not reported.,300 UIs; 721 fault injections; 324 components; 4 annotators; judges run 5× on 10 UIs for consistency (§2 pp.2–3),"claude-sonnet-4, gemini-2.5-flash, gpt-4o as both generators and judges (footnote 2 p.2)",No competing detector run; Axe-core described as contrast class but not executed; judges compared with each other and with humans (§1 p.2; §4 p.3),Recall on injected faults; coefficient of variation (intra-judge consistency); Cohen's kappa; violation counts by type (§2 p.3). Precision/FPR Not reported.,"541 semantic violations in 300 UIs (~1.8/UI); buttons 27%, links 26%, alt 20%, ARIA 14%, form labels 12% (§3 p.3; Fig. 1a p.4); judge recall 80–92% (Fig. 1d); human–human κ≈0.24, LLM–ground-truth κ 0.69–0.94 (§4 p.3).","Injected faults may be easier than natural ones; isolated HTML files; four annotators, fair κ (§4 p.3; §6 p.4). OURS: no precision/FPR; Axe-core not actually run; generators = judges; output markup, not input values.","Full web applications with stateful interactions left open (§5 p.4); no input-value validation, runtime layer or overhead (OURS). Authors: AT-user annotators, ensemble judges, RLHF reward signals (§6 pp.4–5).",First systematic measurement of semantic (present-but-meaningless) accessibility violation prevalence in LLM-generated UIs; fault-injection-validated LLM judges (§1 p.2).,"RQ1 strong analogue (syntax present, semantics absent; ~1.8/UI); RQ2 analogue (frequency by element type, Fig. 1a); RQ4 (six-type taxonomy); RQ5 DIRECT method (LLM-judge layer, recall 80–92%); RQ7 PARTIAL (recall vs consistency); RQ3, RQ6 none",Not reported (annotation platform semaccess.paperbackwriters.club called open-source; no code repository URL),"Not reported (UI corpus, judge prompts and outputs not released)","YES (11_PAPERS/pdfs/2026_Calo_SemanticAccessibilityGap.pdf; from first author's site, ACM format printed)","metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P39.md (read 2026-09-20); CHI EA '26, DOI 10.1145/3772363.3799364 printed on PDF (not obtained from ACM DL); several numbers read from figures only — approximate"
P40,zhao2026constraintaware,Constraint-Aware Synthetic Tabular Data Generation via Inter-Column Constraint Discovery with LLM Agents,Jianxing Zhao and Mao Guan and Dongyu Liu,2026,arXiv (Aug 2026),preprint,,https://arxiv.org/abs/2608.15109,V2,Not read,B,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Schema-valid but semantically wrong LLM outputs,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
